Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité
2025/05/04 02:00:00;2025/05/04 03:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.16;0.1625;µg-m3;;;;A;1
2025/05/04 03:00:00;2025/05/04 04:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.18;0.175;µg-m3;;;;A;1
2025/05/04 04:00:00;2025/05/04 05:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.16;0.155;µg-m3;;;;A;1
2025/05/04 05:00:00;2025/05/04 06:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.16;0.16;µg-m3;;;;A;1
2025/05/04 06:00:00;2025/05/04 07:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.14;0.135;µg-m3;;;;A;1
2025/05/04 07:00:00;2025/05/04 08:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.25;0.245;µg-m3;;;;A;1
2025/05/04 08:00:00;2025/05/04 09:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.24;0.24;µg-m3;;;;A;1
2025/05/04 09:00:00;2025/05/04 10:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.24;0.235;µg-m3;;;;A;1
2025/05/04 10:00:00;2025/05/04 11:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.19;0.19;µg-m3;;;;A;1
2025/05/04 11:00:00;2025/05/04 12:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.34;0.34;µg-m3;;;;A;1
2025/05/04 12:00:00;2025/05/04 13:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.29;0.285;µg-m3;;;;A;1
2025/05/04 13:00:00;2025/05/04 14:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.21;0.2125;µg-m3;;;;A;1
2025/05/04 14:00:00;2025/05/04 15:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.31;0.31;µg-m3;;;;A;1
